Index Keywords,Cited by,EID
Control nonlinearities; Energy harvesting; Equations of motion; Piezoelectric materials; Piezoelectricity; Vibration analysis; Bistable system; Electromechanical systems; Monostable system; Piezoelectric power; Random excitations; Random vibrations; Stable equilibrium points; Theoretical simulation; Nonlinear equations,14,2-s2.0-84915758367
"Antigens; Bioinformatics; Database systems; Epitopes; Gene encoding; Immune system; Mobile security; Pathogens; Viruses; Antigenic determinants; Bioinformatics tools; Chimeric proteins; Design and Development; Epitope predictions; Immunoprotection; Recombinant DNA; Vaccine development; Vaccines; chimeric protein; epitope; vaccine; DNA; epitope; influenza vaccine; protein; recombinant protein; vaccine; bioinformatics; cellular immunity; computer aided design; computer model; computer prediction; computer program; epitope mapping; human; Human immunodeficiency virus; humoral immunity; influenza; influenza vaccination; priority journal; Review; algorithm; biology; chemistry; computer system; epitope mapping; genome; HIV Infections; immunology; Influenza, Human; medical informatics; procedures; T lymphocyte; Algorithms; Computational Biology; Computer Systems; DNA; Epitope Mapping; Epitopes; Genome; HIV Infections; Humans; Influenza Vaccines; Influenza, Human; Medical Informatics; Proteins; Recombinant Proteins; Software; T-Lymphocytes; Vaccines",14,2-s2.0-84924341672
Classification (of information); Computer aided diagnosis; Failure analysis; Gears; Learning systems; Separation; Vectors; Deep boltzmann machines; Deep learning; Gearbox; Multi-modal; Pattern representation; Support vector classification; Support vector classifiers; Transmission components; Fault detection; Article; experimental model; frequency; gaussian bernoulli deep boltzmann machine; gearbox fault diagnosis; information processing; information system; machine learning; measurement; multimodal deep support vector classification; priority journal; support vector machine; time; vibration; wavelet analysis,14,2-s2.0-84937818415
Benchmarking; Fleet operations; Integer programming; Network routing; Routing algorithms; Supply chains; Vehicles; Crossdocking; ILS; Integer programming formulations; Set partitioning; Set partitioning problem; Synchronization constraints; Vehicle capacity constraints; Vehicle Routing Problems; Heuristic programming,14,2-s2.0-84904192948
Cluster analysis; Heuristic algorithms; Information retrieval; Learning algorithms; Optimization; Websites; Bayesian information criterion; Clustering of web result; Cuckoo search algorithms; k-Mean; Web document clustering; Clustering algorithms,14,2-s2.0-84904651514
,14,2-s2.0-84894483735
Classification performance; Classification process; Classification rates; Data stream; Data stream classifications; Incremental learning; Model performance; Similarity; Classification (of information); Data communication systems; Data mining,14,2-s2.0-84893460871
,14,2-s2.0-84894597075
Constraint-programming; Critical features; Critical issues; Integrated scheduling; Job-shop; Machine loading; Manufacturing activities; Resource constrained scheduling; Computer programming; Constraint theory; Scheduling; Tools; Flexible manufacturing systems,14,2-s2.0-84890114297
Evolutionary Learning; Interpretability and accuracy; Multi objective evolutionary algorithms; Multi-objective evolutionary; Multi-objective problem; Non-dominated sorting genetic algorithm-II; NSGA-II; Quantitative association rules; Artificial intelligence; Data mining; Software engineering; Association rules,14,2-s2.0-84889089433
Central servers; Fitness functions; Real time; Urban road networks; Urban traffic; Urban traffic flow; Motor transportation; Optimization; Petri nets; Traffic control; Vehicle to vehicle communications; Genetic algorithms; analytic method; article; calculation; controlled study; genetic algorithm; petri net analysis; population size; priority journal; probability; traffic; urban area; validity,14,2-s2.0-84885838105
biological activity; controlled study; ligand efficiency metric; lipophilicity; molecular size; molecular weight; pH; pharmaceutics; physical chemistry; priority journal; protein binding; review; thermodynamics; chemistry; drug development; human; thermodynamics; ligand; protein; protein binding; Drug Discovery; Humans; Ligands; Protein Binding; Proteins; Thermodynamics,14,2-s2.0-84904389204
Classification accuracy; Clinical application; Data perturbation; depression; Functional magnetic resonance imaging; Healthy individuals; regression; Stability selections; Classification (of information); Feature extraction; Learning systems; Magnetic resonance imaging; Neuroimaging; Support vector machines; Visualization; Iterative methods; accuracy; adult; article; BOLD signal; classification algorithm; clinical article; computer assisted diagnosis; controlled study; depression; emotion; facial expression; facies; female; functional magnetic resonance imaging; human; male; middle aged; randomized controlled trial; reliability; survival count on random subsample; young adult,14,2-s2.0-84892423047
Finite element method; Bayesian; Bayesian updating; Finite-element model updating; Model reduction; Model reduction techniques; Stochastic simulations; Dynamic response,14,2-s2.0-84933517425
Astronomy; Atmospheric movements; Calibration; Extrasolar planets; Fabry-Perot interferometers; Fibers; Infrared devices; Light; Optical fibers; Pixels; Stars; Surveys; Tanks (containers); Telescopes; Atmospheric Dispersion Correctors; M Dwarfs; Near Infrared; Near room temperature; Optical Instrumentation; Radial velocity instruments; Simultaneous calibration; Temperature stabilization; Spectrographs,14,2-s2.0-84922760379
Classification time; Classifier chains; Effective approaches; Ensemble approaches; Most influential algorithms; Multi-label classifications; Predictive accuracy; Statistical significance; Artificial intelligence; Classification (of information); Genetic algorithms; Optimization; Tools; Chains,14,2-s2.0-84897716580
"Atrial electrograms; Atrial fibrillation; Dominant frequency; Intracardiac electrograms; Non-contact mappings; QRS-T subtraction; Spectral power distribution; Ventricular activity; Diseases; Spectrum analysis; Frequency estimation; adult; anatomical variation; article; average beat subtraction; cardiac patient; cardiovascular effect; cardiovascular parameters; cardiovascular procedure; clinical article; controlled study; dominant frequency; electrography; fixed length window; functional assessment; heart atrium fibrillation; heart left atrium; heart rate; heart repolarization; heart ventricle contraction; heart ventricle repolarization; human; image subtraction; intermethod comparison; male; middle aged; mitral valve; power ratio index; power spectrum; qrs cancellation method; QRS complex; qrs t subtraction; spectroscopy; T wave; unipolar atrial fibrillation intracardiac electrogram; Adult; Atrial Fibrillation; Electrocardiography; Humans; Male; Middle Aged; Signal Processing, Computer-Assisted",14,2-s2.0-84896695626
Approximate dynamic programming; Dynamic programs; Exogenous variables; Exploration policy; Optimizing energy; Stochastic control; Technical conditions; Value function approximation; Energy storage; Optimization; Piecewise linear techniques; Resource allocation; Virtual storage; Algorithms,14,2-s2.0-84889637960
Business process model; Collaborative model; Collaborative tools; Model approach; Modeling tool; Process formalizations; Technical details; Technology experts; Industrial engineering; Knowledge representation; Systems engineering; Tools; Mathematical models,14,2-s2.0-84888006904
"Anti-Diabetic Drugs; Anti-proliferative activities; Computer-aided; Dose-dependent; Etiological agent; Inhibitory effect; Protozoan Trypanosoma; Virtual Screening; Classification (of information); Diagnosis; Ketones; Drug dosage; amiodarone; bromocriptine; cruzipain; cysteine proteinase; cysteine proteinase inhibitor; amiodarone; bromocriptine; cysteine proteinase; cysteine proteinase inhibitor; article; computer aided design; drug effect; drug repositioning; enzymology; growth, development and aging; metabolism; methodology; Trypanosoma cruzi; drug effects; drug repositioning; metabolism; procedures; Amiodarone; Bromocriptine; Computer-Aided Design; Cysteine Endopeptidases; Cysteine Proteinase Inhibitors; Drug Repositioning; Trypanosoma cruzi; Amiodarone; Bromocriptine; Computer-Aided Design; Cysteine Endopeptidases; Cysteine Proteinase Inhibitors; Drug Repositioning; Trypanosoma cruzi",14,2-s2.0-84884568595
Bioprocess control; High order sliding mode; Kinetic rates; Sliding observer; Software sensor; Estimation; Functions; Uncertainty analysis; Kinetics,14,2-s2.0-84879845739
BPM; Business process management; PL; Research questions; Software Product Line; Strategic alignment; Systematic literature review; Systematic literature review (SLR); Computer software; Information services; Life cycle; Service oriented architecture (SOA); Software design; Enterprise resource management,14,2-s2.0-84878337769
Arrhythmia classification; Bayesian; Bayesian classifier; Cardiac arrhythmia; Cardiac rhythms; Classification time; Computational costs; Ecg classifications; Electrocardiogram signal; Evaluation protocol; Feature extraction and classification; Graph-based; Heart disease diagnosis; Heartbeat signals; Medical instrumentation; Multilayer artificial neural networks; Optimum-path forests; Pattern recognition techniques; Robust performance; Signal classification; SVM classifiers; Training and testing; Diseases; Expert systems; Feature extraction; Forestry; Multilayers; Neural networks; Support vector machines; Electrocardiography; Diseases; Expert Systems; Forestry; Multilayers; Neural Networks,14,2-s2.0-84874665471
